node,activity_count,retweet_ratio,mention_ratio,reply_ratio,activity_span
2313,0.0,0.0,0.0,0.0,0.0
2314,0.0,0.0,0.0,0.0,0.0
2331,0.016666666666666666,0.5,0.5,0.0,0.0
2334,0.0,0.0,0.0,0.0,0.0
2338,0.05,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.06291170403885821
2340,0.03333333333333333,0.0,0.75,0.5,0.0
2346,0.0,0.0,0.0,0.0,0.0
2350,0.016666666666666666,0.0,0.5,1.0,0.0
2381,0.008333333333333333,1.0,0.0,0.0,0.0
2400,0.008333333333333333,1.0,0.0,0.0,0.0
2417,0.058333333333333334,0.14285714285714285,0.8571428571428571,0.0,0.357713683370046
2423,0.041666666666666664,1.0,0.0,0.0,0.29787323455354736
2450,0.008333333333333333,1.0,0.0,0.0,0.0
2458,0.0,0.0,0.0,0.0,0.0
2461,0.0,0.0,0.0,0.0,0.0
2464,0.008333333333333333,0.0,1.0,0.0,0.0
2469,0.05,0.8333333333333334,0.16666666666666666,0.0,0.1580733389131889
2471,0.0,0.0,0.0,0.0,0.0
2485,0.15,0.5555555555555556,0.4444444444444444,0.0,0.08389744739118406
2489,0.0,0.0,0.0,0.0,0.0
2497,0.041666666666666664,0.8,0.2,0.0,0.06933962759717179
2503,0.008333333333333333,1.0,0.0,0.0,0.0
2504,0.008333333333333333,0.0,1.0,0.0,0.0
2505,0.0,0.0,0.0,0.0,0.0
2513,0.09166666666666666,0.36363636363636365,0.6363636363636364,0.0,0.3176455344229227
2516,0.008333333333333333,0.0,1.0,0.0,0.0
2522,0.008333333333333333,1.0,0.0,0.0,0.0
2530,0.0,0.0,0.0,0.0,0.0
2532,0.03333333333333333,0.25,0.75,0.0,0.14745351968650083
2535,0.0,0.0,0.0,0.0,0.0
2540,0.008333333333333333,1.0,0.0,0.0,0.0
2544,0.016666666666666666,0.5,0.5,0.0,0.0
2553,0.041666666666666664,0.4,0.6,0.0,0.1484235740725825
2554,0.016666666666666666,0.0,0.5,1.0,0.0
2556,0.05,0.5,0.3333333333333333,0.3333333333333333,0.10935174452199432
2562,0.008333333333333333,0.0,1.0,0.0,0.0
2593,0.0,0.0,0.0,0.0,0.0
2599,0.041666666666666664,0.4,0.6,0.0,0.08260345787617623
2601,0.008333333333333333,0.0,1.0,0.0,0.0
2613,0.016666666666666666,1.0,0.0,0.0,0.01249338997236921
2615,0.008333333333333333,1.0,0.0,0.0,0.0
2662,0.075,0.4444444444444444,0.5555555555555556,0.0,0.19959131643734396
2670,0.008333333333333333,1.0,0.0,0.0,0.0
2671,0.0,0.0,0.0,0.0,0.0
2672,0.008333333333333333,1.0,0.0,0.0,0.0
2684,0.13333333333333333,0.125,0.8125,0.125,0.561039884293874
2689,0.008333333333333333,0.0,1.0,0.0,0.0
2692,0.0,0.0,0.0,0.0,0.0
2700,0.0,0.0,0.0,0.0,0.0
2705,0.0,0.0,0.0,0.0,0.0
2719,0.008333333333333333,1.0,0.0,0.0,0.0
2725,0.016666666666666666,0.5,0.5,0.0,0.0
2732,0.041666666666666664,0.8,0.2,0.0,0.2691725821306877
2737,0.0,0.0,0.0,0.0,0.0
2753,0.016666666666666666,0.0,0.5,1.0,0.0
2757,0.03333333333333333,0.0,0.5,1.0,0.13426673343815992
2760,0.0,0.0,0.0,0.0,0.0
2763,0.008333333333333333,0.0,1.0,0.0,0.0
2770,0.008333333333333333,0.0,1.0,0.0,0.0
2786,0.0,0.0,0.0,0.0,0.0
2807,0.025,1.0,0.0,0.0,0.05309209213065267
2808,0.0,0.0,0.0,0.0,0.0
2813,0.11666666666666667,0.7142857142857143,0.2857142857142857,0.0,0.24631501903337757
2817,0.05,0.0,0.8333333333333334,0.3333333333333333,0.1406823999915952
2821,0.008333333333333333,1.0,0.0,0.0,0.0
2858,0.025,0.0,1.0,0.0,0.1143613575158203
2862,0.016666666666666666,1.0,0.0,0.0,0.18049490283697134
2871,0.016666666666666666,0.0,0.5,1.0,0.0
2882,0.025,0.3333333333333333,0.6666666666666666,0.0,0.32653011195898457
2903,0.041666666666666664,0.6,0.4,0.0,0.15720134056613355
2988,0.0,0.0,0.0,0.0,0.0
2989,0.0,0.0,0.0,0.0,0.0
2998,0.0,0.0,0.0,0.0,0.0
3002,0.025,1.0,0.0,0.0,0.15283784682946305
3005,0.008333333333333333,1.0,0.0,0.0,0.0
3013,0.025,0.3333333333333333,0.6666666666666666,0.0,0.7978679815514567
3019,0.0,0.0,0.0,0.0,0.0
3020,0.0,0.0,0.0,0.0,0.0
3026,0.008333333333333333,0.0,1.0,0.0,0.0
3029,0.0,0.0,0.0,0.0,0.0
3048,0.016666666666666666,1.0,0.0,0.0,0.13881233124730785
3049,0.0,0.0,0.0,0.0,0.0
3052,0.016666666666666666,0.0,1.0,0.0,0.0
3054,0.008333333333333333,0.0,1.0,0.0,0.0
3057,0.008333333333333333,1.0,0.0,0.0,0.0
3064,0.025,1.0,0.0,0.0,0.49443707078595417
3067,0.008333333333333333,1.0,0.0,0.0,0.0
3075,0.008333333333333333,1.0,0.0,0.0,0.0
3076,0.025,0.6666666666666666,0.3333333333333333,0.0,0.24260289755595324
3091,0.0,0.0,0.0,0.0,0.0
3104,0.075,1.0,0.0,0.0,0.7641384551271052
3108,0.008333333333333333,1.0,0.0,0.0,0.0
3117,0.05,0.8333333333333334,0.16666666666666666,0.0,0.2763604399914551
3119,0.0,0.0,0.0,0.0,0.0
3138,0.0,0.0,0.0,0.0,0.0
3161,0.008333333333333333,1.0,0.0,0.0,0.0
3192,0.008333333333333333,1.0,0.0,0.0,0.0
3195,0.0,0.0,0.0,0.0,0.0
3197,0.0,0.0,0.0,0.0,0.0
3200,0.0,0.0,0.0,0.0,0.0
3222,0.025,1.0,0.0,0.0,0.003983526585443581
3228,0.175,0.0,0.9523809523809523,0.09523809523809523,0.2953903155653456
3229,0.008333333333333333,1.0,0.0,0.0,0.0
3242,0.008333333333333333,1.0,0.0,0.0,0.0
3267,0.0,0.0,0.0,0.0,0.0
3269,0.008333333333333333,1.0,0.0,0.0,0.0
3273,0.06666666666666667,0.125,0.75,0.25,0.1971889434811995
3285,0.0,0.0,0.0,0.0,0.0
3287,0.21666666666666667,0.7692307692307693,0.23076923076923078,0.0,0.7114473421560422
3289,0.06666666666666667,0.25,0.75,0.0,0.28366911690030855
3307,0.008333333333333333,1.0,0.0,0.0,0.0
3310,0.016666666666666666,1.0,0.0,0.0,0.004235670685796933
3333,0.0,0.0,0.0,0.0,0.0
3368,0.008333333333333333,1.0,0.0,0.0,0.0
3371,0.016666666666666666,0.0,0.5,1.0,0.0
3428,0.008333333333333333,1.0,0.0,0.0,0.0
3430,0.016666666666666666,1.0,0.0,0.0,0.2746812303231297
3433,0.10833333333333334,0.5384615384615384,0.46153846153846156,0.0,0.38243781321024967
3434,0.008333333333333333,1.0,0.0,0.0,0.0
3441,0.016666666666666666,0.0,0.5,1.0,0.0
3443,0.0,0.0,0.0,0.0,0.0
3448,0.008333333333333333,1.0,0.0,0.0,0.0
3450,0.05,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.30935104412171555
3459,0.016666666666666666,0.0,1.0,0.0,0.2890219260307266
3463,0.025,0.3333333333333333,0.6666666666666666,0.0,0.0340552125539746
3481,0.008333333333333333,1.0,0.0,0.0,0.0
3482,0.03333333333333333,0.0,1.0,0.0,0.6143403455074575
3497,0.0,0.0,0.0,0.0,0.0
3502,0.0,0.0,0.0,0.0,0.0
3503,0.008333333333333333,0.0,1.0,0.0,0.0
3506,0.041666666666666664,0.4,0.4,0.4,0.5298685698876908
3510,0.008333333333333333,1.0,0.0,0.0,0.0
3516,0.058333333333333334,0.5714285714285714,0.42857142857142855,0.0,0.003955510574293209
3521,0.008333333333333333,1.0,0.0,0.0,0.0
3541,0.0,0.0,0.0,0.0,0.0
3563,0.0,0.0,0.0,0.0,0.0
3564,0.041666666666666664,0.6,0.2,0.4,0.2716327381098298
3566,0.016666666666666666,1.0,0.0,0.0,0.1443454934495064
3567,0.016666666666666666,0.5,0.5,0.0,0.006441931563888763
3577,0.0,0.0,0.0,0.0,0.0
3583,0.03333333333333333,0.75,0.25,0.0,0.0003502001393796555
3603,0.225,0.37037037037037035,0.5925925925925926,0.07407407407407407,0.41194217495298563
3605,0.0,0.0,0.0,0.0,0.0
3629,0.05,0.6666666666666666,0.3333333333333333,0.0,0.7661451019257506
3630,0.016666666666666666,0.0,0.5,1.0,0.0
3631,0.008333333333333333,1.0,0.0,0.0,0.0
3637,0.05,0.5,0.3333333333333333,0.3333333333333333,0.16747095965344194
3639,0.0,0.0,0.0,0.0,0.0
3659,0.03333333333333333,1.0,0.0,0.0,0.00827522929354126
3660,0.0,0.0,0.0,0.0,0.0
3663,0.03333333333333333,0.0,1.0,0.0,0.006384148540891119
3682,0.0,0.0,0.0,0.0,0.0
3684,0.06666666666666667,0.625,0.25,0.25,0.10400593939436388
3690,0.008333333333333333,0.0,1.0,0.0,0.0
3765,0.016666666666666666,0.0,0.5,1.0,0.0
3783,0.016666666666666666,0.5,0.5,0.0,0.673564442078648
3844,0.008333333333333333,1.0,0.0,0.0,0.0
3879,0.008333333333333333,1.0,0.0,0.0,0.0
3892,0.008333333333333333,1.0,0.0,0.0,0.0
3926,0.008333333333333333,0.0,1.0,0.0,0.0
3929,0.041666666666666664,0.4,0.6,0.0,0.0049640869757066166
3930,0.008333333333333333,1.0,0.0,0.0,0.0
3933,0.016666666666666666,1.0,0.0,0.0,0.3784140136087774
3936,0.0,0.0,0.0,0.0,0.0
3939,0.0,0.0,0.0,0.0,0.0
3946,0.008333333333333333,0.0,1.0,0.0,0.0
3965,0.008333333333333333,1.0,0.0,0.0,0.0
3972,0.525,0.4126984126984127,0.5079365079365079,0.15873015873015872,0.6785092680466887
3982,0.008333333333333333,1.0,0.0,0.0,0.0
4029,0.025,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.022598414994169168
4030,0.016666666666666666,0.5,0.5,0.0,0.0
4031,0.0,0.0,0.0,0.0,0.0
4081,0.0,0.0,0.0,0.0,0.0
4085,0.0,0.0,0.0,0.0,0.0
4096,0.03333333333333333,0.5,0.5,0.0,0.00012782305087357426
4097,0.008333333333333333,1.0,0.0,0.0,0.0
4100,0.008333333333333333,1.0,0.0,0.0,0.0
4101,0.0,0.0,0.0,0.0,0.0
4105,0.0,0.0,0.0,0.0,0.0
4107,0.041666666666666664,0.6,0.4,0.0,0.021997821755133058
4111,0.0,0.0,0.0,0.0,0.0
4123,0.0,0.0,0.0,0.0,0.0
4165,0.016666666666666666,1.0,0.0,0.0,0.120150165819766
4168,0.0,0.0,0.0,0.0,0.0
4175,0.0,0.0,0.0,0.0,0.0
4181,0.008333333333333333,1.0,0.0,0.0,0.0
4182,0.23333333333333334,0.32142857142857145,0.6071428571428571,0.14285714285714285,0.33823380061705266
4184,0.016666666666666666,1.0,0.0,0.0,0.002481167987504859
4188,0.008333333333333333,1.0,0.0,0.0,0.0
4193,0.0,0.0,0.0,0.0,0.0
4196,0.0,0.0,0.0,0.0,0.0
4203,0.008333333333333333,1.0,0.0,0.0,0.0
4206,0.0,0.0,0.0,0.0,0.0
4207,0.0,0.0,0.0,0.0,0.0
4209,0.008333333333333333,1.0,0.0,0.0,0.0
4211,0.0,0.0,0.0,0.0,0.0
4215,0.025,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0004552601811935521
4223,0.008333333333333333,1.0,0.0,0.0,0.0
4224,0.016666666666666666,0.0,0.5,1.0,0.0
4231,0.008333333333333333,1.0,0.0,0.0,0.0
4253,0.008333333333333333,1.0,0.0,0.0,0.0
4258,0.016666666666666666,0.0,1.0,0.0,0.20791207174900456
4273,0.008333333333333333,1.0,0.0,0.0,0.0
4275,0.016666666666666666,0.5,0.5,0.0,0.0
4276,0.016666666666666666,1.0,0.0,0.0,0.002512686000049028
4279,0.016666666666666666,1.0,0.0,0.0,0.031616068583195295
4281,0.008333333333333333,1.0,0.0,0.0,0.0
4282,0.008333333333333333,1.0,0.0,0.0,0.0
4284,0.0,0.0,0.0,0.0,0.0
4286,0.025,0.6666666666666666,0.3333333333333333,0.0,0.009817860907508642
4292,0.0,0.0,0.0,0.0,0.0
4298,0.008333333333333333,1.0,0.0,0.0,0.0
4299,0.075,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.22248740154998584
4304,0.09166666666666666,0.2727272727272727,0.5454545454545454,0.36363636363636365,0.009607740823880849
4306,0.03333333333333333,0.75,0.25,0.0,0.01957793879201964
4307,0.025,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.1829708178223855
4308,0.008333333333333333,0.0,1.0,0.0,0.0
4309,0.08333333333333333,0.6,0.4,0.0,0.20415092225206707
4311,0.0,0.0,0.0,0.0,0.0
4315,0.0,0.0,0.0,0.0,0.0
4316,0.025,0.0,1.0,0.0,0.2792653501476094
4323,0.0,0.0,0.0,0.0,0.0
4330,0.0,0.0,0.0,0.0,0.0
4331,0.008333333333333333,1.0,0.0,0.0,0.0
4332,0.008333333333333333,1.0,0.0,0.0,0.0
4340,0.008333333333333333,1.0,0.0,0.0,0.0
4342,0.008333333333333333,1.0,0.0,0.0,0.0
4343,0.0,0.0,0.0,0.0,0.0
4344,0.0,0.0,0.0,0.0,0.0
4345,0.09166666666666666,0.2727272727272727,0.6363636363636364,0.18181818181818182,0.4519262758666578
4346,0.016666666666666666,0.0,0.5,1.0,0.0
4348,0.008333333333333333,0.0,1.0,0.0,0.0
4351,0.016666666666666666,1.0,0.0,0.0,0.08208341066919744
